hrg_code,hrg_name,non_elec_cost
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",4809
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",2894
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",3321
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",1496
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",822
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",450
LB36Z,Extracorporeal Lithotripsy,490
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,3340
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,818
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,436
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+",4097
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6",2285
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2",1820
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",2947
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",1292
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",552
LB39C,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+",13289
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",10119
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+",3984
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2",2712
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",2239
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",1194
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",519
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",251
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under",333
LB43Z,Treatment of Erectile Dysfunction,236
LB47Z,Major Open Penis Procedures,4039
LB48Z,Intermediate Open Penis Procedures,3160
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female),10285
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",2273
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",1914
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",8091
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",2841
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",2247
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",4497
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",2571
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",1654
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",1787
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",1779
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",1056
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",1549
LB56A,"Minor Penis Procedures, 19 years and over",1365
LB56C,"Minor Penis Procedures, between 2 and 18 years",1347
LB56D,"Minor Penis Procedures, 1 year and under",1669
LB57C,Urethral Disorders with Interventions,3233
LB57D,Urethral Disorders without Interventions,853
LB58C,Penile Disorders with Interventions,3504
LB58D,Penile Disorders without Interventions,513
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",4137
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",14568
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",8388
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",7269
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",7269
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",12359
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",8124
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",7412
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",6325
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",5788
LB62C,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3+",10329
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",6027
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",16857
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",5555
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",8093
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",3710
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",3089
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",6091
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",3494
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",2835
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",3976
LB67C,Complex Open Bladder Procedures with CC Score 3+,18744
LB67D,Complex Open Bladder Procedures with CC Score 0-2,10870
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,8889
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,3937
LB69Z,"Major Robotic, Prostate or Bladder Neck Procedures (Male)",7479
LB70C,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",9230
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",3216
LB71Z,Complex Pelvic Clearance Procedures,28905
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over",295
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",1171
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence,1056
LB74Z,Implantation of Penile Prosthesis,11184
LB75A,Percutaneous Nephrolithotomy with CC Score 2+,8798
LB75B,Percutaneous Nephrolithotomy with CC Score 0-1,5007
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate,469
LB77Z,Transperineal Template Biopsy of Prostate,1408
LB78Z,Minor Prostate or Bladder Neck Procedures (Male),402
LB79Z,Insertion of Neurostimulator for Treatment of Urinary Incontinence,2646
LB80Z,Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence,2700
LB81Z,Complex Open Urethra Procedures,4883
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures",12024
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",10619
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",7452
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",6634
MA03C,Major Open Lower Genital Tract Procedures with CC Score 3+,5045
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,2899
MA04C,Intermediate Open Lower Genital Tract Procedures with CC Score 3+,3846
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,2153
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",10935
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",6843
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",5137
MA07E,Major Open Upper Genital Tract Procedures with CC Score 5+,9062
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,6643
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,4543
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",4007
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",3346
MA09A,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",5259
MA09B,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",3587
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",2484
MA11Z,Intermediate Open Upper Genital Tract Procedures,3272
MA12Z,Resection or Ablation Procedures for Intrauterine Lesions,929
MA22Z,Minor Lower Genital Tract Procedures,1417
MA23Z,Minimal Lower Genital Tract Procedures,848
MA24Z,Minor Upper Genital Tract Procedures,1042
MA25Z,Minimal Upper Genital Tract Procedures,759
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+",12966
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4",9951
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",6069
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy",1440
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",5592
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,5237
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,4009
MA31Z,Diagnostic Hysteroscopy,354
MA32Z,Diagnostic Hysteroscopy with Biopsy,461
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,630
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,526
MA35Z,Implantation of Intrauterine Device,307
MA36Z,Transvaginal Ultrasound,236
MA37Z,Transvaginal Ultrasound with Biopsy,311
MA38Z,Diagnostic Colposcopy,188
MA39Z,Diagnostic Colposcopy with Biopsy,286
MA40Z,Therapeutic Colposcopy,297
MA41Z,Transvaginal Ultrasound with Biopsy and Implantation of Intrauterine Device,395
MA42Z,Transvaginal Ultrasound with Implantation of Intrauterine Device,320
MA43Z,Transvaginal Ultrasound with Salpingography,598
MA44Z,Salpingography,499
MA45Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound,394
MA46Z,"Diagnostic Hysteroscopy with Transvaginal Ultrasound, with Biopsy",515
MA47Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound and Implantation of Intrauterine Device,704
MA48Z,Medical Treatment of Ectopic Pregnancy,527
MA50Z,"Surgical, Abortion or Miscarriage Care, over 20 weeks Gestation",2896
MA51Z,"Surgical, Abortion or Miscarriage Care, from 14 to 20 weeks Gestation",2683
MA52A,"Surgical, Abortion or Miscarriage Care, under 14 weeks Gestation, with Insertion of Long-Acting Contraceptive",1792
MA52B,"Surgical, Abortion or Miscarriage Care, under 14 weeks Gestation, without Insertion of Long-Acting Contraceptive",1705
MA53Z,"Medical, Abortion or Miscarriage Care, over 20 weeks Gestation",2640
MA54Z,"Medical, Abortion or Miscarriage Care, from 14 to 20 weeks Gestation",1282
MA55A,"Medical, Abortion or Miscarriage Care, from 9 to under 14 weeks Gestation, with Insertion of Long-Acting Contraceptive",1171
MA55B,"Medical, Abortion or Miscarriage Care, from 9 to under 14 weeks Gestation, without Insertion of Long-Acting Contraceptive",889
MA56A,"Medical, Abortion or Miscarriage Care, under 9 weeks Gestation, with Insertion of Long-Acting Contraceptive",1022
MA56B,"Medical, Abortion or Miscarriage Care, under 9 weeks Gestation, without Insertion of Long-Acting Contraceptive",741
MB05C,"Malignant Gynaecological Disorders with Interventions, with CC Score 9+",10296
MB05D,"Malignant Gynaecological Disorders with Interventions, with CC Score 6-8",7024
MB05E,"Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",4897
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",3396
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+",6326
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",4790
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",3380
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",2196
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",1477
MB08A,"Threatened or Spontaneous Miscarriage, with Interventions",2117
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",555
MB09A,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 6+",6411
MB09B,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",3487
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",2664
MB09D,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 6+",3524
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",1706
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",719
PB03Z,Healthy Baby,0
PB04A,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 6+",3960
PB04B,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 4-5",1937
PB04C,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 1-3",1330
PB04D,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 0",1073
PB05A,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 6+",5202
PB05B,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 1-5",1822
PB05C,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 0",977
PB06A,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 6+",6313
PB06B,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 4-5",3068
PB06C,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 3",2565
PB06D,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 2",2162
PB06E,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 1",1735
PB06F,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 0",1348
PB06G,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 6+",3637
PB06H,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 4-5",1735
PB06J,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 3",1328
PB06K,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 2",1101
PB06L,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 1",832
PB06M,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 0",633
PC63A,"Paediatric, Head, Neck or Ear Disorders, with CC Score 6+",2278
PC63B,"Paediatric, Head, Neck or Ear Disorders, with CC Score 3-5",1093
PC63C,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",799
PC63D,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",592
PD11A,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",982
PD11B,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",578
PD11C,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",451
PD12A,"Paediatric, Asthma or Wheezing, with CC Score 4+",1639
PD12B,"Paediatric, Asthma or Wheezing, with CC Score 1-3",1098
PD12C,"Paediatric, Asthma or Wheezing, with CC Score 0",850
PD14A,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 11+",8294
PD14B,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10",4311
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",2583
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",1635
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",1194
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",908
PD15A,Paediatric Acute Bronchiolitis with CC Score 5+,3735
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,1886
PD15C,Paediatric Acute Bronchiolitis with CC Score 1,1274
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,910
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,1758
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,783
